PROVEEDOR,CATEGORIA,ID_ARTICULO,UPC,DESC_ARTICULO,DIVISION,PLAZA,MERCADO,CAMPO,NUM_TIENDA,NOMBRE_TIENDA,INVENTARIO_UDS,INVENTARIO_PESOS,VENTA_UDS_PTD,VENTA_PESOS_PTD,VENTA_PERDIDA_PESOS,ESTATUS
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100015419,7.50105E+12,HEETS SIENNA SELECTION 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M508,C50808,2111,TRIANA,0,0,0.04,2.25,21,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100014868,75068769,MARLBORO VELVET 100 BOX 20 1 CAJETILLA,30 Jalisco-Baja California-Sonora,300 Jalisco,M301,C30110,2036,WASHINGTON ESQ. POLONIA,0,0,0.32,22.17,91,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023312,75006297,MARLBORO MARLBORO CRAFTED RED 2.0 100 BOX 20 CAJETILLA PZ,50 Nuevo León,500 Nuevo León,M502,C50203,2386,Los Pinos y Las Flores,0,0,0.18,11.24,62,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100015420,7.50105E+12,HEETS TURQUO SELECTION 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M507,C50708,2592,LOMAS DEL VERGEL,0,0,0.37,23.31,51,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000086,7.7023E+12,VUSE GO 700 BERRY BLEND 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M507,C50708,2592,LOMAS DEL VERGEL,0,0,0.3,29.37,19,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100021048,75005481,LM LM 25S 25S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M503,C50306,2631,LA ENCOMIENDA,0,0,0.21,10.53,20,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100022971,7.50302E+12,CAMEL CAMEL FILTERS ORIGINAL 25S 29 GR,50 Nuevo León,500 Nuevo León,M502,C50205,1965,Aeropuerto Internacional II,0,0,0.36,22.48,36,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100023683,75006341,TEREA GREEN ZING CAJETILLA PZ,50 Nuevo León,500 Nuevo León,M502,C50205,1965,Aeropuerto Internacional II,0,0,0.36,22.48,21,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100013891,75064778,PALL MALL RED 25 1PZ,50 Nuevo León,500 Nuevo León,M502,C50205,1965,Aeropuerto Internacional II,0,0,0.36,22.17,51,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100004048,75050443,BENSON&HEDGE GOLD PEARL,50 Nuevo León,500 Nuevo León,M508,C50807,2517,VALLE AZUL,0,0,0.07,5.11,71,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000089,7.7023E+12,VUSE GO 3000 MENTHOL ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M502,C50205,2579,TERMINAL A,0,0,0.25,64.66,94,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000087,7.7023E+12,VUSE GO 700 GRAPE ICE 34 MG 1 PZ,20 México,200 México,M205,C20502,2656,CENTRAL DE AUTOBUSES DEL SUR,0,0,0.25,21.55,25,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100020727,75015725,BENSON&HEDGE LUX SA SAPPHIRE 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M506,C50606,2666,AYUCCA EXTERIOR,0,0,0.04,2.25,28,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100022971,7.50302E+12,CAMEL CAMEL FILTERS ORIGINAL 25S 29 GR,20 México,890 Quintana Roo,M890,C89007,2848,BALAM,0,0,0.75,48.49,52,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100015418,7.50105E+12,HEETS PURPLE SELECTION 1 CAJETILLA,10 Coahuila-Tamaulipas,410 Coahuila (Torreón),M410,C41002,1957,BOULEVARD MÉXICO Y EJIDO CUBA,0,0,0.32,20.23,18,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000083,7.7023E+12,VUSE VIVID BLUEBERRY ICE 18 MG 1 PZ,20 México,890 Quintana Roo,M890,C89007,2250,CENTRAL CAMIONERA ADO,0,0,0.18,23.09,90,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000082,7.7023E+12,VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ,20 México,700 Puebla,M700,C70001,2382,ATLIXCAYOTL MILENIUM,0,0,0.32,41.56,51,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100021978,75078638,PALL MALL EX GOLD C 20S 1 CAJETILLA,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40007,2876,JAIME BENAVIDES,0,0,1.14,54.19,88,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022276,75004415,MARLBORO EXOTIC VISTA EXOTIC 1 CAJETILLA,20 México,200 México,M200,C20007,2898,CIPRES RESIDENCIAL,0,0,0.11,6.74,39,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100013891,75064778,PALL MALL RED 25 1PZ,20 México,890 Quintana Roo,M890,C89010,2268,BAHIA PRINCIPE,0,0,0.11,7.2,46,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000086,7.7023E+12,VUSE GO 700 BERRY BLEND 34 MG 1 PZ,20 México,890 Quintana Roo,M890,C89010,2268,BAHIA PRINCIPE,0,0,0.54,36.95,24,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022276,75004415,MARLBORO EXOTIC VISTA EXOTIC 1 CAJETILLA,20 México,200 México,M205,C20502,2038,REFORMA POLITICA,0,0,0.14,8.99,92,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100019981,75074746,MARLBORO BLOSSO VISTA BLOSSOM 1 CAJETILLA,20 México,890 Quintana Roo,M890,C89007,2553,CENTRALIA CANCUN,0,0,0.25,16.6,49,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000089,7.7023E+12,VUSE GO 3000 MENTHOL ICE 34 MG 1 PZ,20 México,890 Quintana Roo,M890,C89007,2553,CENTRALIA CANCUN,0,0,0.36,92.36,64,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000086,7.7023E+12,VUSE GO 700 BERRY BLEND 34 MG 1 PZ,20 México,890 Quintana Roo,M890,C89007,2553,CENTRALIA CANCUN,0,0,0.68,46.8,51,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000090,7.7023E+12,VUSE GO 3000 BLUE RASPBERRY 34 MG 1 PZ,20 México,890 Quintana Roo,M890,C89007,2553,CENTRALIA CANCUN,0,0,0.04,9.24,17,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100014571,75069506,CHESTERFIELD ORIGIN REMIX 100 1CAJE,20 México,200 México,M205,C20504,2774,SENNSE,0,0,0.14,8.13,87,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000086,7.7023E+12,VUSE GO 700 BERRY BLEND 34 MG 1 PZ,20 México,200 México,M205,C20504,2774,SENNSE,0,0,0.32,22.17,44,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080820,75031053,MARLBORO CIGARR ICEEXPRESS CAJET,50 Nuevo León,500 Nuevo León,M502,C50204,2253,Central de Carga,0,0,0.75,51.72,77,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000080,7.7023E+12,VUSE VIVID MINT ICE 0 MG 1 PZ,50 Nuevo León,500 Nuevo León,M508,C50808,2311,Paseo Virreyes de Ceballos y Camino a Sta. Rosa,0,0,0.04,4.62,48,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022276,75004415,MARLBORO EXOTIC VISTA EXOTIC 1 CAJETILLA,20 México,200 México,M205,C20505,1904,Hospital General Xoco,0,0,0.32,20.23,41,DESABASTO
"2216 NUEVA DISTABAC, S.A. DE C.V.",008 Cigarros,100080351,7.50161E+12,TE AMO PURO NUM 4 NATURAL PZ,20 México,200 México,M204,C20408,2024,AV SAN RAFAEL ESQ POPOCATEPETL,0,0,0.39,24.89,47,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023126,7.50103E+12,VUSE GRAPHITE BLACK DEVICE 1 PZ,20 México,200 México,M204,C20403,2235,CALZADA SAN AGUSTIN,0,0,0.32,27.43,39,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000080,7.7023E+12,VUSE VIVID MINT ICE 0 MG 1 PZ,20 México,700 Puebla,M700,C70001,2654,SONATA TOWER ANGELOPOLIS,0,0,0.07,9.24,24,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023362,7.50303E+12,MARLBORO CRAFTED 2.0 RED KS BOX 20 STD - VAO CAJETILLA PZ,50 Nuevo León,500 Nuevo León,M503,C50302,2948,LOS AYALA,0,0,0.18,10.16,92,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100015417,7.50105E+12,HEETS BLUE  SELECTION 1 CAJETILLA,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40002,2971,COLOSIO Y LOS VALDEZ,0,0,0.36,22.48,55,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100015186,75068844,MARLBORO GOLD KS SRR 14 1 CAJETILLA,30 Jalisco-Baja California-Sonora,610 Baja California (Ensenada),M610,C61001,1954,CANACO,0,0,1.29,72.62,90,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023889,7.50303E+12,MARLBORO FOREST FUSION MNT LATA DISCO 24,20 México,200 México,M201,C20106,2908,PERIFERICO 180,0,0,0.18,11.24,74,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000092,7.7023E+12,VUSE GO 3000 BLUEBERRY ICE 34 MG 1 PZ,20 México,200 México,M200,C20007,2915,BOSQUES DE LAS FUENTES,0,0,0.29,73.89,82,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100022996,7.50302E+12,WINSTON WINSTON RED 20S 1 PZ,20 México,200 México,M200,C20007,2915,BOSQUES DE LAS FUENTES,0,0,0.04,1.39,17,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,20 México,200 México,M200,C20007,2915,BOSQUES DE LAS FUENTES,0,0,0.25,17.24,31,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020837,75074081,PALL MALL EX CLASSI 14S 1 CAJETILLA,10 Coahuila-Tamaulipas,410 Coahuila (Torreón),M410,C41001,1816,CUAUHTEMOC Y CARRANZA,3,95.69,4.14,132.14,60,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000082,7.7023E+12,VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ,20 México,200 México,M200,C20006,1841,BENJAMIN FRANKLIN,0,0,0.14,18.47,89,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080687,75021597,MARLBORO CIGARR 100S CD CAJET,20 México,200 México,M200,C20006,1841,BENJAMIN FRANKLIN,1,68.97,1.64,113.3,9,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023892,7.50303E+12,MARLBORO BLOSSOM MIST MNT LATA DISCO 24 PZ,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M103,C10306,1877,Las Torres y Margarita Maza de Juarez,0,0,0.21,14.48,59,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000086,7.7023E+12,VUSE GO 700 BERRY BLEND 34 MG 1 PZ,20 México,200 México,M202,C20204,1894,NUEVA ZONA ROSA,0,0,0.89,65.89,83,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100019230,75074982,PALL MALL XL TOKYO 15S 1 CAJETILLA,20 México,200 México,M202,C20204,1894,NUEVA ZONA ROSA,0,0,0.61,29.31,67,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100012957,7.50302E+12,CAMEL FILTERS 20S 1CAJE,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M100,C10002,1899,Parque del Norte,0,0,0.04,2.65,49,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080028,75001315,MARLBORO CIGARR ROJO CL CS CAJET,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M103,C10304,1958,Brecha 109,0,0,0.57,42.33,17,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100013891,75064778,PALL MALL RED 25 1PZ,50 Nuevo León,500 Nuevo León,M508,C50801,1654,Carlos Salinas De Gortari,0,0,0.36,22.17,98,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080928,75044916,MALBORO KRETEK MINT,50 Nuevo León,500 Nuevo León,M507,C50705,1662,Calderon y Capital Alonso de Leon,0,0,0.75,51.72,44,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100019234,75074975,PALL MALL XL ALASKA 15S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M507,C50705,1662,Calderon y Capital Alonso de Leon,0,0,1.14,55.17,64,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100022971,7.50302E+12,CAMEL CAMEL FILTERS ORIGINAL 25S 29 GR,20 México,200 México,M201,C20104,1681,Pennsylvania Esquina San Antonio,0,0,1.14,71.92,38,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100012153,75063504,LUCKY STRIKE 20S ME TDC 1PZ,50 Nuevo León,500 Nuevo León,M501,C50108,1728,San Roque y valle real,0,0,0.14,9.85,68,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000090,7.7023E+12,VUSE GO 3000 BLUE RASPBERRY 34 MG 1 PZ,20 México,200 México,M204,C20403,1734,Sor Juana Inés,0,0,0.29,73.89,25,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023317,75078843,MONTANA SHOTS CLASSICS 25 PZ,20 México,200 México,M204,C20403,1734,Sor Juana Inés,0,0,0.57,24.63,62,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,101000061,75006204,MARLBORO CARIBBEAN FUSION 100 BOX 14 CAJETILLA PZ,20 México,200 México,M204,C20403,1734,Sor Juana Inés,0,0,0.29,12.56,25,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023891,7.50303E+12,MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ,50 Nuevo León,500 Nuevo León,M501,C50101,1737,Lazaro Cardenas y Quintana Roo,0,0,0.11,6.74,92,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000086,7.7023E+12,VUSE GO 700 BERRY BLEND 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M506,C50601,1798,Gobernadores y Gregorio Salinas,0,0,0.61,41.87,25,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100022784,7.50103E+12,VUSE DEVICE ROSE GOLD 1 PZ,50 Nuevo León,500 Nuevo León,M508,C50805,1799,Rio Conchos,0,0,0.11,9.14,37,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022331,75004408,MARLBORO VISTA ARTIC 14S CAJETILLAPZ,30 Jalisco-Baja California-Sonora,650 Sonora (Hermosillo),M650,C65002,1805,Juarez y Justo Sierra,0,0,0.07,3.39,80,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000081,7.7023E+12,VUSE VIVID MINT ICE 18 MG 1 PZ,30 Jalisco-Baja California-Sonora,650 Sonora (Hermosillo),M650,C65002,1805,Juarez y Justo Sierra,0,0,0.32,41.56,87,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000082,7.7023E+12,VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ,30 Jalisco-Baja California-Sonora,650 Sonora (Hermosillo),M650,C65002,1805,Juarez y Justo Sierra,0,0,0.14,18.47,62,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022332,75018832,MARLBORO VISTA BLOSSOM 14´S CAJETILLAPZ,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M103,C10305,360,Carretera A Matamoros,0,0,0.04,1.87,70,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100014850,4.0331E+12,"WINSTON CLASSIC 25S		",50 Nuevo León,500 Nuevo León,M501,C50106,374,Eloy Cavazos,1,62.07,1.07,66.5,28,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022331,75004408,MARLBORO VISTA ARTIC 14S CAJETILLAPZ,50 Nuevo León,500 Nuevo León,M500,C50007,1771,Coliseo,0,0,0.04,1.69,6,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M504,C50405,4,Gomez Morin,1,129.31,1.18,94.21,20,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100005585,75052836,PALL MALL TOKYO MIDNIGHT 20,50 Nuevo León,500 Nuevo León,M504,C50402,5,Santa Barbara,0,0,3.14,197.78,49,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080028,75001315,MARLBORO CIGARR ROJO CL CS CAJET,50 Nuevo León,500 Nuevo León,M504,C50402,5,Santa Barbara,0,0,1.86,128.08,61,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022336,75066413,MARLBORO CRAFTED 25S CAJETILLA,50 Nuevo León,500 Nuevo León,M507,C50703,24,Chapultepec,0,0,0.5,31.03,89,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080440,75016777,BENSON&HEDGE CIGARR MENTHOL CD CAJET,50 Nuevo León,500 Nuevo León,M507,C50703,24,Chapultepec,0,0,1.11,76.35,22,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000093,7.7023E+12,VUSE GO 3000 APPLE SOUR 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M502,C50201,161,Zanja,0,0,0.07,18.47,43,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022276,75004415,MARLBORO EXOTIC VISTA EXOTIC 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M501,C50106,162,Pablo Livas,0,0,0.11,6.74,48,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023317,75078843,MONTANA SHOTS CLASSICS 25 PZ,20 México,200 México,M201,C20103,164,Frontera,0,0,0.57,24.63,47,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023317,75078843,MONTANA SHOTS CLASSICS 25 PZ,20 México,200 México,M200,C20005,260,Nueva Chapultepec,0,0,0.57,24.63,59,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000086,7.7023E+12,VUSE GO 700 BERRY BLEND 34 MG 1 PZ,20 México,200 México,M200,C20005,260,Nueva Chapultepec,0,0,0.39,27.09,53,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100022118,75076429,PALL MALL HAWAII 20S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M500,C50003,283,Pino Suarez Ii,0,0,0.63,39.62,94,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100013891,75064778,PALL MALL RED 25 1PZ,50 Nuevo León,500 Nuevo León,M500,C50003,283,Pino Suarez Ii,0,0,0.11,6.9,47,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022849,7.50303E+12,MARLBORO GARDEN LATA 23 CAJET PZ,50 Nuevo León,500 Nuevo León,M507,C50701,285,Rio Salado,0,0,0.11,6.28,68,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022138,7.50303E+12,"MARLBORO GARDEN LPE GARDEN 1 CAJETILLA	",10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M101,C10102,314,Amador,0,0,0.04,1.69,31,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000087,7.7023E+12,VUSE GO 700 GRAPE ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M504,C50407,329,Colosio,0,0,0.61,41.87,20,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020837,75074081,PALL MALL EX CLASSI 14S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M508,C50804,331,San Francisco,1,31.9,1.36,43.29,32,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023312,75006297,MARLBORO MARLBORO CRAFTED RED 2.0 100 BOX 20 CAJETILLA PZ,50 Nuevo León,500 Nuevo León,M508,C50804,331,San Francisco,0,0,0.18,11.24,79,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000091,7.7023E+12,VUSE GO 3000 BERRY BLEND 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M501,C50103,349,Cadereyta Centro,0,0,0.32,83.13,69,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023891,7.50303E+12,MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ,50 Nuevo León,500 Nuevo León,M505,C50507,439,Nueva Leones,0,0,0.68,42.7,73,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100019230,75074982,PALL MALL XL TOKYO 15S 1 CAJETILLA,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M101,C10101,495,Cardenas Las Fuentes,0,0,1.29,66.67,26,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020837,75074081,PALL MALL EX CLASSI 14S 1 CAJETILLA,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M101,C10101,495,Cardenas Las Fuentes,0,0,0.82,28.14,18,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000079,75079017,PALL MALL BORA BORA SUNBREAK 20 PZ,50 Nuevo León,500 Nuevo León,M502,C50204,675,Lagrange,0,0,0.36,20.01,7,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000087,7.7023E+12,VUSE GO 700 GRAPE ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M503,C50307,694,Outlet,0,0,0.32,22.17,47,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000086,7.7023E+12,VUSE GO 700 BERRY BLEND 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M503,C50307,694,Outlet,0,0,0.32,24.32,40,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000089,7.7023E+12,VUSE GO 3000 MENTHOL ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M500,C50004,697,Conchello,0,0,0.11,27.71,98,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,101000061,75006204,MARLBORO CARIBBEAN FUSION 100 BOX 14 CAJETILLA PZ,20 México,200 México,M202,C20201,526,Filomeno Mata,0,0,0.36,15.7,44,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M505,C50502,549,Aguirre Pequeño,0,0,0.57,39.41,69,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100080975,75048129,LUCKY STRIKE ORIGINAL FF 20S TUBE,50 Nuevo León,500 Nuevo León,M505,C50502,549,Aguirre Pequeño,0,0,0.07,4.5,22,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M504,C50408,556,Puerta Monterrey,0,0,0.29,19.7,72,DESABASTO
