PROVEEDOR,CATEGORIA,ID_ARTICULO,UPC,DESC_ARTICULO,DIVISION,PLAZA,MERCADO,CAMPO,NUM_TIENDA,NOMBRE_TIENDA,INVENTARIO_UDS,INVENTARIO_PESOS,VENTA_UDS_PTD,VENTA_PESOS_PTD,VENTA_PERDIDA_PESOS,ESTATUS
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100014711,75068783,MARLBORO RUBY 100 BOX 20 1CAJE,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40007,2252,Higueras,0,0,0.73,50.4,48,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100014850,4.0331E+12,"WINSTON CLASSIC 25S		",20 México,800 Yucatán,M800,C80003,2163,MATEMATICAS,0,0,0.32,19.95,5,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100013891,75064778,PALL MALL RED 25 1PZ,20 México,890 Quintana Roo,M890,C89008,2889,CUARZO,0,0,0.29,18.23,75,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100016412,75071479,PALL MALL WHITE 20,30 Jalisco-Baja California-Sonora,300 Jalisco,M300,C30001,1133,Fresnos,0,0,3.54,201.17,14,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100021887,75077402,PALL MALL LT MYK 20S 1 CAJETILLA,30 Jalisco-Baja California-Sonora,600 Baja California (Tijuana),M600,C60006,1344,Jauja,0,0,0.07,4.17,21,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080904,75043247,MARLBORO CIGARR ICE XPRESS 14 CAJET,50 Nuevo León,500 Nuevo León,M503,C50306,2652,MADEIRA,0,0,0.71,36.95,6,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000087,7.7023E+12,VUSE GO 700 GRAPE ICE 34 MG 1 PZ,20 México,200 México,M204,C20408,2327,CALANDRIA,1,129.31,1.04,84.36,74,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100080898,42138051,WINSTON CIGARR BLUE 20S CAJET,50 Nuevo León,500 Nuevo León,M501,C50105,1035,Constitucion Y Churubusco,0,0,0.29,16.26,109,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023714,75080105,LUCKY STRIKE LATA CLÁSICA RED 20 PZ,20 México,200 México,M201,C20104,1000,Diagonal San Antonio,0,0,0.14,8.13,32,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022276,75004415,MARLBORO EXOTIC VISTA EXOTIC 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M506,C50604,857,Los Astros,0,0,0.04,2.25,26,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020837,75074081,PALL MALL EX CLASSI 14S 1 CAJETILLA,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40003,1700,Analco,0,0,0.54,17.09,54,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022848,7.50303E+12,MARLBORO CARIBBEAN LATA 23 CAJET PZ,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M103,C10304,140,Constitucion,0,0,0.04,2.25,25,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000087,7.7023E+12,VUSE GO 700 GRAPE ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M504,C50401,1490,Perimetral Nte. Esq. Calle 6,0,0,0.69,47.75,7,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100021813,7.50302E+12,CAMEL MAX DOUBLE 1 27.4 G,50 Nuevo León,500 Nuevo León,M500,C50007,664,Villagran,0,0,0.14,9.36,59,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023714,75080105,LUCKY STRIKE LATA CLÁSICA RED 20 PZ,30 Jalisco-Baja California-Sonora,300 Jalisco,M300,C30009,1056,Carretera Al Castillo,0,0,0.18,10.16,68,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100016412,75071479,PALL MALL WHITE 20,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M103,C10301,1786,Segunda y Calle 13,1,61.11,1.82,111.31,60,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100021813,7.50302E+12,CAMEL MAX DOUBLE 1 27.4 G,50 Nuevo León,500 Nuevo León,M500,C50001,1213,Nueva Aramberri,0,0,0.11,7.02,93,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,20 México,200 México,M205,C20506,2625,NUEVA VIVEROS,0,0,0.39,27.09,33,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022276,75004415,MARLBORO EXOTIC VISTA EXOTIC 1 CAJETILLA,30 Jalisco-Baja California-Sonora,620 Baja California (Mexicali),M620,C62004,1532,Santiago Vidauri,0,0,0.04,2.41,16,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020899,7.50103E+12,VUSE DISPOS GOLDEN  1 PZ,20 México,800 Yucatán,M800,C80002,2937,FINCAS,0,0,0.21,18.29,5,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100014714,75068776,BENSON&HEDGE GOLD 100 RCB 20 1CAJE,50 Nuevo León,500 Nuevo León,M502,C50207,1154,Parque Milimex,0,0,3,206.9,14,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022210,75012694,BENSON&HEDGE LUX QU QUARTZ 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M503,C50305,558,Universidad,0,0,0.04,2.25,41,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100080975,75048129,LUCKY STRIKE ORIGINAL FF 20S TUBE,20 México,200 México,M203,C20305,1378,Coacalco,0,0,1.46,92.15,29,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000082,7.7023E+12,VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ,30 Jalisco-Baja California-Sonora,650 Sonora (Hermosillo),M650,C65002,2143,MORELOS Y SANTA CECILIA,0,0,0.29,36.95,87,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022331,75004408,MARLBORO VISTA ARTIC 14S CAJETILLAPZ,10 Coahuila-Tamaulipas,410 Coahuila (Torreón),M410,C41001,1759,REVOLUCION Y LEANDRO VALLE,0,0,0.04,1.69,30,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023891,7.50303E+12,MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ,50 Nuevo León,500 Nuevo León,M500,C50004,54,Jesus M. Garza,0,0,0.36,22.48,17,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000082,7.7023E+12,VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ,20 México,200 México,M202,C20202,1008,Pino Suarez,0,0,0.25,32.33,92,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020969,75076740,MONTANA CLASSI 20S 1 CAJETILLA,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40008,2650,ANDALUCIA I,0,0,0.04,1.23,47,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023889,7.50303E+12,MARLBORO FOREST FUSION MNT LATA DISCO 24,10 Coahuila-Tamaulipas,410 Coahuila (Torreón),M410,C41005,1708,ARISTA Y MARIANO ORTIZ,0,0,0.14,8.99,58,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023889,7.50303E+12,MARLBORO FOREST FUSION MNT LATA DISCO 24,20 México,200 México,M204,C20407,2241,NORTE 45,0,0,0.04,2.25,34,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022276,75004415,MARLBORO EXOTIC VISTA EXOTIC 1 CAJETILLA,20 México,200 México,M200,C20001,2545,DOWNTOWN SANTA FE,0,0,0.18,11.24,27,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020837,75074081,PALL MALL EX CLASSI 14S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M502,C50202,918,Telefonos,0,0,2.79,88.85,12,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100022971,7.50302E+12,CAMEL CAMEL FILTERS ORIGINAL 25S 29 GR,20 México,200 México,M200,C20003,864,Prado Norte,0,0,0.25,15.73,23,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100020133,75075217,MARLBORO VISTA SUMMER FUSIO 1 CAJETILLA,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M100,C10003,2782,PUERTA GRANDE I,0,0,0.36,18.19,98,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100019052,75074784,MONTANA SHOTS XL 20S 1 CAJETILLA,20 México,200 México,M202,C20201,1151,Allende,0,0,0.14,8.13,36,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,101000061,75006204,MARLBORO CARIBBEAN FUSION 100 BOX 14 CAJETILLA PZ,20 México,200 México,M204,C20408,2327,CALANDRIA,0,0,0.43,18.84,101,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000082,7.7023E+12,VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ,20 México,200 México,M201,C20106,1250,Revolucion,0,0,0.39,50.8,72,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080257,75001339,MARLBORO CIGARR ROJO 14S CD CAJET,20 México,200 México,M203,C20304,1704,Ajusco Esq. Tizimin,1,51.72,5.21,269.7,82,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100019228,75074883,PALL MALL XL WHITE& CLICK 15S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M500,C50005,66,Arteaga,0,0,0.07,3.58,31,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000089,7.7023E+12,VUSE GO 3000 MENTHOL ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M507,C50701,17,Palestina,0,0,0.04,9.24,14,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100017982,75071776,PALL MALL CLASSICS 20,50 Nuevo León,500 Nuevo León,M500,C50006,764,Treviño,0,0,2.61,123.61,34,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022276,75004415,MARLBORO EXOTIC VISTA EXOTIC 1 CAJETILLA,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40005,2703,HACIENDA NARRO,0,0,0.04,2.25,21,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000089,7.7023E+12,VUSE GO 3000 MENTHOL ICE 34 MG 1 PZ,20 México,200 México,M203,C20303,1221,Eje 10 esq. Ramon Corona,0,0,0.18,46.18,17,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000093,7.7023E+12,VUSE GO 3000 APPLE SOUR 34 MG 1 PZ,20 México,200 México,M201,C20102,467,W.T.C.,0,0,0.5,129.31,16,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000082,7.7023E+12,VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ,20 México,200 México,M201,C20103,1707,Vertiz esq Esperanza,0,0,0.29,36.95,65,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023891,7.50303E+12,MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ,50 Nuevo León,500 Nuevo León,M507,C50707,1517,Plaza Cortijo,0,0,0.18,11.24,70,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100014571,75069506,CHESTERFIELD ORIGIN REMIX 100 1CAJE,20 México,200 México,M205,C20502,1650,Metro Constitucion,0,0,0.11,6.1,23,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000082,7.7023E+12,VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ,50 Nuevo León,500 Nuevo León,M504,C50405,302,Jerónimo Siller,0,0,0.61,78.51,60,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100080802,75027766,PALL MALL RED AND CLICK 20,50 Nuevo León,500 Nuevo León,M500,C50001,871,Zuazua Centro,0,0,0.5,31.47,73,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100020133,75075217,MARLBORO VISTA SUMMER FUSIO 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M508,C50805,2282,BERLIN,0,0,0.36,16.93,73,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022276,75004415,MARLBORO EXOTIC VISTA EXOTIC 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M508,C50803,1573,Morenita Mia,0,0,0.04,2.25,28,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100011672,75063801,MARLBORO CRAFTED ICE MIX,30 Jalisco-Baja California-Sonora,300 Jalisco,M300,C30003,2956,TECOS,0,0,0.04,1.88,100,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100019958,75074920,PALL MALL XL ICEBER 20S 1 CAJETILLA,20 México,200 México,M200,C20008,2512,RIO RHIN,0,0,0.86,53.94,16,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100022996,7.50302E+12,WINSTON WINSTON RED 20S 1 PZ,20 México,200 México,M200,C20006,1841,BENJAMIN FRANKLIN,0,0,0.18,6.93,67,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020837,75074081,PALL MALL EX CLASSI 14S 1 CAJETILLA,20 México,890 Quintana Roo,M890,C89001,2759,ANDRIA,0,0,0.14,4.8,12,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100021813,7.50302E+12,CAMEL MAX DOUBLE 1 27.4 G,50 Nuevo León,500 Nuevo León,M506,C50605,607,Aguaturma,0,0,0.32,21.06,83,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100021977,75004385,FAROS FAROS FAROS 14 1 CAJETILLA,30 Jalisco-Baja California-Sonora,610 Baja California (Ensenada),M610,C61002,1556,Cortez Y Mexico,0,0,0.96,28.57,28,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100014850,4.0331E+12,"WINSTON CLASSIC 25S		",20 México,890 Quintana Roo,M890,C89008,2889,CUARZO,0,0,1.86,118.47,8,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023317,75078843,MONTANA SHOTS CLASSICS 25 PZ,20 México,200 México,M204,C20405,1265,Tultitlan esq. Av. Indep.,0,0,0.57,24.63,16,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000086,7.7023E+12,VUSE GO 700 BERRY BLEND 34 MG 1 PZ,20 México,200 México,M205,C20504,2590,TRES ZAPOTES ESQ PILARES,0,0,0.43,31.71,27,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100022995,7.50302E+12,WINSTON WINSTON RED 25S 1 PZ,20 México,200 México,M200,C20008,1075,Marina Nacional,0,0,0.21,9.24,66,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022336,75066413,MARLBORO CRAFTED 25S CAJETILLA,20 México,200 México,M204,C20408,2327,CALANDRIA,4,248.28,5.68,352.46,106,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000090,7.7023E+12,VUSE GO 3000 BLUE RASPBERRY 34 MG 1 PZ,10 Coahuila-Tamaulipas,410 Coahuila (Torreón),M410,C41001,1802,Juarez y Donato Guerra,0,0,0.07,18.47,55,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080904,75043247,MARLBORO CIGARR ICE XPRESS 14 CAJET,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M100,C10004,627,Seguro Social,0,0,0.46,25.79,53,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100022784,7.50103E+12,VUSE DEVICE ROSE GOLD 1 PZ,50 Nuevo León,500 Nuevo León,M500,C50004,697,Conchello,0,0,0.07,6.1,16,DESABASTO
21864 ARTICUN DISTRIBUIDORA S.A. DE C.V.,008 Cigarros,100080940,7.50301E+12,PURITO HABANA GOLD VA PZ,20 México,890 Quintana Roo,M890,C89010,2673,BOCA PAILA,0,0,0.04,3.94,104,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100080644,8346917,PALL MALL WHITE AND CLICK 20,50 Nuevo León,500 Nuevo León,M502,C50206,606,Apocaca Industrial,1,62.93,1.39,87.65,97,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M507,C50707,2140,Epicuro y Abraham Lincoln,0,0,0.36,24.63,16,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100014571,75069506,CHESTERFIELD ORIGIN REMIX 100 1CAJE,20 México,200 México,M204,C20402,1948,Camino a san mateo nopala,0,0,0.14,8.13,106,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100014571,75069506,CHESTERFIELD ORIGIN REMIX 100 1CAJE,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40007,2876,JAIME BENAVIDES,0,0,0.29,16.26,38,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080028,75001315,MARLBORO CIGARR ROJO CL CS CAJET,20 México,200 México,M205,C20507,1947,CALIZ,0,0,1.21,83.74,58,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100022971,7.50302E+12,CAMEL CAMEL FILTERS ORIGINAL 25S 29 GR,30 Jalisco-Baja California-Sonora,600 Baja California (Tijuana),M600,C60004,1347,Via Rapida Oriente 2,0,0,0.86,58.73,38,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000087,7.7023E+12,VUSE GO 700 GRAPE ICE 34 MG 1 PZ,20 México,200 México,M205,C20501,509,Sanchez Azcona,0,0,0.61,44.03,70,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100019228,75074883,PALL MALL XL WHITE& CLICK 15S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M507,C50708,1364,Valle Alto,0,0,0.07,3.45,107,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100022233,75076412,PALL MALL LONDON 20S 1 CAJETILLA,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40008,665,Carretera A Torreon,0,0,1.07,67.43,102,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100015037,75068745,MARLBORO GOLD KS SOF 20 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M504,C50402,5,Santa Barbara,0,0,0.36,24.63,25,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000082,7.7023E+12,VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ,20 México,200 México,M201,C20103,2033,Parque Delta,0,0,0.5,64.66,91,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023891,7.50303E+12,MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ,20 México,200 México,M203,C20303,2830,HIR SAN ANGEL,0,0,2.18,137.1,110,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023891,7.50303E+12,MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ,20 México,200 México,M205,C20504,2595,SAN BORJA,0,0,0.25,15.73,66,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M501,C50101,1647,Eloy Cavazos Y San Sebastian,0,0,0.29,19.7,81,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100014678,7.50302E+12,"CAMEL NATURAL FLAVOR 20						",20 México,890 Quintana Roo,M890,C89008,2900,PALALMA,0,0,0.36,22.17,110,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100023683,75006341,TEREA GREEN ZING CAJETILLA PZ,50 Nuevo León,500 Nuevo León,M504,C50405,833,Via Colatina,0,0,0.36,22.48,6,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000079,75079017,PALL MALL BORA BORA SUNBREAK 20 PZ,20 México,890 Quintana Roo,M890,C89008,2889,CUARZO,0,0,0.93,60.04,46,DESABASTO
