PROVEEDOR,CATEGORIA,ID_ARTICULO,UPC,DESC_ARTICULO,DIVISION,PLAZA,MERCADO,CAMPO,NUM_TIENDA,NOMBRE_TIENDA,INVENTARIO_UDS,INVENTARIO_PESOS,VENTA_UDS_PTD,VENTA_PESOS_PTD,VENTA_PERDIDA_PESOS,ESTATUS
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022331,75004408,MARLBORO VISTA ARTIC 14S CAJETILLAPZ,50 Nuevo León,500 Nuevo León,M500,C50005,1080,Ruperto Martinez Y Villagran,0,0,0.04,1.69,49,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080257,75001339,MARLBORO CIGARR ROJO 14S CD CAJET,50 Nuevo León,500 Nuevo León,M500,C50005,1080,Ruperto Martinez Y Villagran,0,0,1.43,73.89,26,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100080802,75027766,PALL MALL RED AND CLICK 20,20 México,200 México,M204,C20410,958,Aeropuerto Puerta 5,0,0,0.18,11.24,22,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,20 México,200 México,M204,C20410,958,Aeropuerto Puerta 5,0,0,0.43,31.71,30,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,101000061,75006204,MARLBORO CARIBBEAN FUSION 100 BOX 14 CAJETILLA PZ,20 México,200 México,M205,C20506,1461,Dr. Galvez,0,0,0.5,21.98,23,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000086,7.7023E+12,VUSE GO 700 BERRY BLEND 34 MG 1 PZ,20 México,200 México,M201,C20102,1170,Insurgentes Esq Georgia,0,0,0.39,27.09,79,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022276,75004415,MARLBORO EXOTIC VISTA EXOTIC 1 CAJETILLA,20 México,200 México,M201,C20102,1170,Insurgentes Esq Georgia,0,0,0.04,2.25,34,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,20 México,200 México,M203,C20304,1196,Ajusco y Teya,0,0,0.07,4.93,67,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000089,7.7023E+12,VUSE GO 3000 MENTHOL ICE 34 MG 1 PZ,20 México,200 México,M203,C20304,1196,Ajusco y Teya,0,0,0.11,27.71,48,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100019958,75074920,PALL MALL XL ICEBER 20S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M506,C50605,1218,Plaza San Angel,0,0,0.5,31.47,68,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023126,7.50103E+12,VUSE GRAPHITE BLACK DEVICE 1 PZ,20 México,200 México,M205,C20503,1224,Ermita Y Sur 69,0,0,0.36,30.48,47,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020837,75074081,PALL MALL EX CLASSI 14S 1 CAJETILLA,20 México,200 México,M205,C20503,1224,Ermita Y Sur 69,1,31.9,1.46,46.71,58,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000087,7.7023E+12,VUSE GO 700 GRAPE ICE 34 MG 1 PZ,30 Jalisco-Baja California-Sonora,600 Baja California (Tijuana),M600,C60004,1322,Vía Rápida Oriente 1,0,0,0.61,61.18,41,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,20 México,200 México,M200,C20004,1369,Copernico,0,0,0.57,45.87,96,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100006294,75053765,MARLBORO SELECCION ARTESANAL 20,20 México,200 México,M200,C20004,1369,Copernico,0,0,0.04,2.03,92,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100016412,75071479,PALL MALL WHITE 20,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M101,C10101,1472,Mil Cumbres Esq. Central,0,0,2,122.22,54,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100022995,7.50302E+12,WINSTON WINSTON RED 25S 1 PZ,20 México,200 México,M203,C20302,1477,Tlalpan esq. Periferico,0,0,2.21,95.44,37,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023889,7.50303E+12,MARLBORO FOREST FUSION MNT LATA DISCO 24,20 México,200 México,M203,C20302,1477,Tlalpan esq. Periferico,0,0,0.04,2.25,80,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000087,7.7023E+12,VUSE GO 700 GRAPE ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M504,C50401,1490,Perimetral Nte. Esq. Calle 6,0,0,0.5,34.48,82,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100005585,75052836,PALL MALL TOKYO MIDNIGHT 20,30 Jalisco-Baja California-Sonora,600 Baja California (Tijuana),M600,C60005,1512,Calle Tercera,1,68.52,2.96,203.11,34,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100020945,75022266,LM LM 14S 14S 1 CAJETILLA,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40006,1514,Fatima,0,0,0.46,14.81,24,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023714,75080105,LUCKY STRIKE LATA CLÁSICA RED 20 PZ,20 México,200 México,M204,C20408,1273,Santa Rosa y La Joa ixtac.,0,0,0.18,10.16,47,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080957,75047337,BENSON&HEDGES PEARL CAPS CAJETILLA,30 Jalisco-Baja California-Sonora,620 Baja California (Mexicali),M620,C62004,1308,San Felipe,0,0,1.96,145.5,38,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100015418,7.50105E+12,HEETS PURPLE SELECTION 1 CAJETILLA,30 Jalisco-Baja California-Sonora,600 Baja California (Tijuana),M600,C60007,1319,Fraccion 8,0,0,0.39,26.92,96,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100021658,75076757,PALL MALL EX GOLD C 14S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M506,C50604,2114,COLOSIO Y ALBAHACA,0,0,0.89,28.48,78,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023891,7.50303E+12,MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ,50 Nuevo León,500 Nuevo León,M507,C50707,1517,Plaza Cortijo,0,0,0.07,4.5,52,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100080644,8346917,PALL MALL WHITE AND CLICK 20,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M100,C10001,1518,Ampliación Bugambilias,0,0,0.04,2.41,36,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100012957,7.50302E+12,CAMEL FILTERS 20S 1CAJE,50 Nuevo León,500 Nuevo León,M504,C50406,2104,Morelos II,0,0,0.15,10.22,55,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023317,75078843,MONTANA SHOTS CLASSICS 25 PZ,30 Jalisco-Baja California-Sonora,300 Jalisco,M300,C30009,1889,IMSS DE TLAJOMULCO,0,0,0.29,12.32,12,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100013891,75064778,PALL MALL RED 25 1PZ,30 Jalisco-Baja California-Sonora,600 Baja California (Tijuana),M600,C60007,2377,LIENZO CHARRO CARRETERA LIBRE TIJ-ENS,0,0,0.75,50,58,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100021658,75076757,PALL MALL EX GOLD C 14S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M504,C50406,2486,LAS MONTAÑAS,0,0,0.64,20.51,11,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020899,7.50103E+12,VUSE DISPOS GOLDEN  1 PZ,30 Jalisco-Baja California-Sonora,300 Jalisco,M301,C30101,1567,CALZADA DEL EJERCITO,0,0,0.07,6.1,51,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100018872,75001384,MARLBORO VISTA ARTIC 20 1 CAJETILLA,20 México,890 Quintana Roo,M890,C89003,2303,LES ALIZES,0,0,0.37,25.22,61,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100017982,75071776,PALL MALL CLASSICS 20,20 México,890 Quintana Roo,M890,C89003,2303,LES ALIZES,0,0,1,50,55,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100019230,75074982,PALL MALL XL TOKYO 15S 1 CAJETILLA,30 Jalisco-Baja California-Sonora,620 Baja California (Mexicali),M620,C62005,2739,RAMOS,2,103.7,2.04,105.56,89,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100023682,75006396,TEREA BRONZE CAJETILLA PZ,30 Jalisco-Baja California-Sonora,620 Baja California (Mexicali),M620,C62005,2739,RAMOS,0,0,0.07,4.83,86,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100018872,75001384,MARLBORO VISTA ARTIC 20 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M503,C50301,2527,LIBRAMIENTO A LAS PEDRERAS,0,0,0.5,31.47,74,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100080897,42138037,WINSTON CIGARR CLASSIC 20S CAJET,50 Nuevo León,500 Nuevo León,M503,C50301,2527,LIBRAMIENTO A LAS PEDRERAS,0,0,0.71,40.64,94,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100020133,75075217,MARLBORO VISTA SUMMER FUSIO 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M503,C50301,2527,LIBRAMIENTO A LAS PEDRERAS,0,0,0.36,16.93,72,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100022970,7.50303E+12,HEETS BLACK GREEN SELECTION S50 PRI 20 SLI,20 México,890 Quintana Roo,M890,C89009,2864,PASEO BROMELIAS,0,0,0.32,18.84,28,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100015416,7.50105E+12,HEETS AMBER SELECTION 1 CAJETILLA,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40008,1971,Ciudad las Torres,0,0,0.14,8.99,74,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100021048,75005481,LM LM 25S 25S 1 CAJETILLA,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40008,1971,Ciudad las Torres,0,0,0.61,29.83,15,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000086,7.7023E+12,VUSE GO 700 BERRY BLEND 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M506,C50604,2366,RUIZ CORTINEZ Y PUERTA DE HIERRO,0,0,0.75,75.43,71,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000083,7.7023E+12,VUSE VIVID BLUEBERRY ICE 18 MG 1 PZ,20 México,890 Quintana Roo,M890,C89001,2612,GRAN SANTA FE III,0,0,0.18,23.09,53,DESABASTO
21864 ARTICUN DISTRIBUIDORA S.A. DE C.V.,008 Cigarros,100014777,7.50301E+12,"ARTIGAS/CARL PURO MIX PLUS CORONA MA 40GR						",20 México,890 Quintana Roo,M890,C89010,2770,ANDROMEDA,0,0,0.07,7.15,96,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020899,7.50103E+12,VUSE DISPOS GOLDEN  1 PZ,20 México,890 Quintana Roo,M890,C89010,2770,ANDROMEDA,0,0,0.19,15.8,20,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000081,7.7023E+12,VUSE VIVID MINT ICE 18 MG 1 PZ,20 México,890 Quintana Roo,M890,C89010,2770,ANDROMEDA,0,0,0.15,19.16,87,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080257,75001339,MARLBORO CIGARR ROJO 14S CD CAJET,20 México,890 Quintana Roo,M890,C89010,2770,ANDROMEDA,0,0,0.37,21.07,44,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,20 México,800 Yucatán,M800,C80001,2760,FLORESTA,0,0,0.7,66.41,52,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080440,75016777,BENSON&HEDGE CIGARR MENTHOL CD CAJET,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40008,2641,TRIANA,0,0,0.36,24.63,89,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080957,75047337,BENSON&HEDGES PEARL CAPS CAJETILLA,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40008,2641,TRIANA,0,0,0.46,32.02,76,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100019230,75074982,PALL MALL XL TOKYO 15S 1 CAJETILLA,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40008,2641,TRIANA,0,0,0.82,39.66,89,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100022054,7.50302E+12," WINSTON OASIS FRES 27.4 G	",10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40008,2650,ANDALUCIA I,0,0,0.25,9.38,74,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080862,75038007,BENSON&HEDGE CIGARR MENTHOL 14S CAJET,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40008,2650,ANDALUCIA I,0,0,0.04,1.72,73,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020969,75076740,MONTANA CLASSI 20S 1 CAJETILLA,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40008,2650,ANDALUCIA I,0,0,0.04,1.23,100,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100018038,75069902,L&M RED KS BOX 20 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M500,C50002,2707,NUEVA MIGUEL HIDALGO,0,0,0.21,9.61,20,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020899,7.50103E+12,VUSE DISPOS GOLDEN  1 PZ,20 México,890 Quintana Roo,M890,C89005,2731,PARQUE PESCADORES,0,0,0.18,15.24,90,DESABASTO
21864 ARTICUN DISTRIBUIDORA S.A. DE C.V.,008 Cigarros,100014777,7.50301E+12,"ARTIGAS/CARL PURO MIX PLUS CORONA MA 40GR						",20 México,890 Quintana Roo,M890,C89005,2731,PARQUE PESCADORES,0,0,0.07,6.77,27,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000091,7.7023E+12,VUSE GO 3000 BERRY BLEND 34 MG 1 PZ,20 México,800 Yucatán,M800,C80003,2156,ZOCALO,0,0,0.22,57.47,71,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020899,7.50103E+12,VUSE DISPOS GOLDEN  1 PZ,20 México,800 Yucatán,M800,C80003,2156,ZOCALO,0,0,0.19,16.12,61,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023891,7.50303E+12,MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ,10 Coahuila-Tamaulipas,410 Coahuila (Torreón),M410,C41003,2296,Hondo y Ajusco,0,0,0.18,11.24,77,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100014187,75068363,PALL MALL NEW YORK 20,10 Coahuila-Tamaulipas,410 Coahuila (Torreón),M410,C41003,2296,Hondo y Ajusco,0,0,0.57,35.96,51,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000092,7.7023E+12,VUSE GO 3000 BLUEBERRY ICE 34 MG 1 PZ,20 México,200 México,M202,C20205,2078,Metro Moctezuma,0,0,0.18,46.18,61,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100020133,75075217,MARLBORO VISTA SUMMER FUSIO 1 CAJETILLA,20 México,890 Quintana Roo,M890,C89001,2710,RINCONADA,0,0,0.79,38.61,33,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023714,75080105,LUCKY STRIKE LATA CLÁSICA RED 20 PZ,20 México,890 Quintana Roo,M890,C89007,2692,ESPACIO,0,0,0.21,12.19,100,DESABASTO
21864 ARTICUN DISTRIBUIDORA S.A. DE C.V.,008 Cigarros,100014772,7.50301E+12,"ARTIGAS/CARL PURO MIX BELICOSO T/C H 50GR									",20 México,890 Quintana Roo,M890,C89007,2692,ESPACIO,0,0,0.07,6.47,15,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100018639,7.50105E+12,HEETS GREEN ZING 1 CAJETILLA,20 México,800 Yucatán,M800,C80001,2159,PERISUR II,0,0,0.15,9.58,56,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000092,7.7023E+12,VUSE GO 3000 BLUEBERRY ICE 34 MG 1 PZ,20 México,200 México,M205,C20503,2138,Tlalpan esq. Pirineos,0,0,0.07,18.47,34,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020970,75076405,MONTANA CLASSI 14S 1 CAJETILLA,20 México,200 México,M205,C20502,2286,Iztapalapa Centro,0,0,1.75,52.8,16,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,20 México,200 México,M205,C20502,2286,Iztapalapa Centro,0,0,0.07,4.93,61,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100012997,75064716,LUCKY STRIKE ENIGMA 100S 1PZ,30 Jalisco-Baja California-Sonora,300 Jalisco,M301,C30105,2089,CENTRO JOYERO,0,0,0.86,53.94,85,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023317,75078843,MONTANA SHOTS CLASSICS 25 PZ,30 Jalisco-Baja California-Sonora,620 Baja California (Mexicali),M620,C62002,2361,RIO SAN ANGEL ESQUINA SERRACENO,0,0,0.29,12.32,94,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100020945,75022266,LM LM 14S 14S 1 CAJETILLA,30 Jalisco-Baja California-Sonora,620 Baja California (Mexicali),M620,C62004,2416,MEXICANA LOGISTICS,0,0,0.5,17.13,41,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000093,7.7023E+12,VUSE GO 3000 APPLE SOUR 34 MG 1 PZ,30 Jalisco-Baja California-Sonora,610 Baja California (Ensenada),M610,C61001,2081,SEGUNDA Y FLORESTA,0,0,0.14,39.68,21,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022276,75004415,MARLBORO EXOTIC VISTA EXOTIC 1 CAJETILLA,30 Jalisco-Baja California-Sonora,300 Jalisco,M300,C30002,2523,NUEVA NOGALES,0,0,0.29,17.98,78,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000082,7.7023E+12,VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ,20 México,200 México,M201,C20103,2562,ZEMPOALA,0,0,0.25,32.33,50,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000083,7.7023E+12,VUSE VIVID BLUEBERRY ICE 18 MG 1 PZ,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40003,2556,CARRETERA SALTILLO-MONTERREY A LOS PINOS,0,0,0.14,18.47,56,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000089,7.7023E+12,VUSE GO 3000 MENTHOL ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M508,C50801,2690,CERRADAS DE CONCORDIA,0,0,0.36,92.36,59,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100023684,75006952,TEREA PURPLE CAJETILLA PZ,20 México,800 Yucatán,M800,C80002,2713,COCOYOLES,0,0,1.63,102.55,48,DESABASTO
21864 ARTICUN DISTRIBUIDORA S.A. DE C.V.,008 Cigarros,100014772,7.50301E+12,"ARTIGAS/CARL PURO MIX BELICOSO T/C H 50GR									",20 México,800 Yucatán,M800,C80002,2713,COCOYOLES,0,0,0.11,9,69,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100020727,75015725,BENSON&HEDGE LUX SA SAPPHIRE 1 CAJETILLA,20 México,200 México,M202,C20202,1831,16 De Septiembre esq Isabel la Catolica,0,0,0.04,2.25,21,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100021813,7.50302E+12,CAMEL MAX DOUBLE 1 27.4 G,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M101,C10103,1842,Beethoven y Alfonso Reyes,0,0,0.29,20.11,33,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100015421,7.50105E+12,HEETS YELLOW SELECTION 1 CAJETILLA,30 Jalisco-Baja California-Sonora,600 Baja California (Tijuana),M600,C60001,1884,VIDAL Y PLANAS,0,0,0.04,2.45,11,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100012746,75064648,PALL MALL MYKONOS NIGHTFALL 20,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40006,1893,PEREZ TREVINO Y MATAMOROS,0,0,0.43,26.97,77,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080928,75044916,MALBORO KRETEK MINT,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40006,1893,PEREZ TREVINO Y MATAMOROS,0,0,0.54,36.95,95,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080903,75042646,MALBORO CIGARR GOLD 100 14S CAJET,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40006,1893,PEREZ TREVINO Y MATAMOROS,2,103.45,2.32,120.07,44,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000090,7.7023E+12,VUSE GO 3000 BLUE RASPBERRY 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M505,C50503,1610,Juan Pablo Ii,0,0,0.11,27.71,35,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M500,C50007,1612,Central De Autobuses,0,0,0.39,27.09,74,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000090,7.7023E+12,VUSE GO 3000 BLUE RASPBERRY 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M503,C50304,1626,Hacienda Las Yucas,0,0,0.07,18.47,36,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000093,7.7023E+12,VUSE GO 3000 APPLE SOUR 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M501,C50108,1736,Pablo Livas y Villaluz,0,0,0.04,9.24,51,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023891,7.50303E+12,MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ,50 Nuevo León,500 Nuevo León,M501,C50105,1796,Ruiz Cortines y Sierra Nevada,0,0,0.18,11.24,54,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020837,75074081,PALL MALL EX CLASSI 14S 1 CAJETILLA,30 Jalisco-Baja California-Sonora,620 Baja California (Mexicali),M620,C62003,1803,Sebastian Lerdo de Tejada,0,0,1.32,48.94,73,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100019234,75074975,PALL MALL XL ALASKA 15S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M501,C50107,363,Coahuila,0,0,2.61,125.86,12,DESABASTO
