PROVEEDOR,CATEGORIA,ID_ARTICULO,UPC,DESC_ARTICULO,DIVISION,PLAZA,MERCADO,CAMPO,NUM_TIENDA,NOMBRE_TIENDA,INVENTARIO_UDS,INVENTARIO_PESOS,VENTA_UDS_PTD,VENTA_PESOS_PTD,VENTA_PERDIDA_PESOS,ESTATUS
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,20 México,200 México,M203,C20306,1651,Calz. De las Bombas y Ronchamp,0,0,0.5,40.95,80,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000092,7.7023E+12,VUSE GO 3000 BLUEBERRY ICE 34 MG 1 PZ,20 México,200 México,M203,C20306,1651,Calz. De las Bombas y Ronchamp,0,0,0.36,92.36,58,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100019550,75074227,LUCKY STRIKE COMET 20S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M503,C50307,1679,Parque Stiva,0,0,0.61,38.21,70,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100014850,4.0331E+12,"WINSTON CLASSIC 25S		",20 México,200 México,M203,C20304,1703,LUIS CABRERA ESQ. NARANJOS,0,0,1.96,121.92,72,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000082,7.7023E+12,VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ,20 México,200 México,M201,C20103,1707,Vertiz esq Esperanza,0,0,0.21,27.71,66,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000089,7.7023E+12,VUSE GO 3000 MENTHOL ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M504,C50404,1712,Torreo VAO,0,0,0.48,123.69,20,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100019233,75074999,PALL MALL XL MYKONO 15S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M504,C50403,83,Vasconcelos,1,48.28,1.07,51.72,86,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100022233,75076412,PALL MALL LONDON 20S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M505,C50502,100,Matehuala,0,0,0.64,40.46,87,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080028,75001315,MARLBORO CIGARR ROJO CL CS CAJET,50 Nuevo León,500 Nuevo León,M505,C50502,100,Matehuala,0,0,1.86,128.08,59,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M507,C50705,811,Lazarillos De Arriba,0,0,0.14,12.01,69,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100009230,75059514,BENSON&HEDGES CRYSTAL BLUE PZ,30 Jalisco-Baja California-Sonora,300 Jalisco,M301,C30104,815,Felix Palavicini,0,0,0.32,20.23,75,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100022784,7.50103E+12,VUSE DEVICE ROSE GOLD 1 PZ,50 Nuevo León,500 Nuevo León,M504,C50405,833,Via Colatina,0,0,0.04,3.05,81,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100023683,75006341,TEREA GREEN ZING CAJETILLA PZ,50 Nuevo León,500 Nuevo León,M504,C50405,833,Via Colatina,0,0,0.36,22.48,66,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023891,7.50303E+12,MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ,50 Nuevo León,500 Nuevo León,M500,C50004,54,Jesus M. Garza,0,0,0.18,11.24,9,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100080896,40331362,WINSTON CIGARR CLASSIC  14S CAJET,50 Nuevo León,500 Nuevo León,M507,C50703,311,Revolucion,0,0,0.11,4.62,61,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,50 Nuevo León,500 Nuevo León,M507,C50703,311,Revolucion,0,0,0.14,9.85,97,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100018745,75073541,PALL MALL EX WHITE 15 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M507,C50703,311,Revolucion,0,0,1.29,55.42,31,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100020945,75022266,LM LM 14S 14S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M507,C50703,311,Revolucion,0,0,0.75,25.86,26,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100021658,75076757,PALL MALL EX GOLD C 14S 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M507,C50703,311,Revolucion,0,0,1.43,49.26,20,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080862,75038007,BENSON&HEDGE CIGARR MENTHOL 14S CAJET,30 Jalisco-Baja California-Sonora,300 Jalisco,M300,C30004,321,Mariano Otero,0,0,0.04,1.72,60,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,101000061,75006204,MARLBORO CARIBBEAN FUSION 100 BOX 14 CAJETILLA PZ,20 México,200 México,M205,C20507,247,Santa Isabel,0,0,0.04,1.57,98,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023317,75078843,MONTANA SHOTS CLASSICS 25 PZ,20 México,200 México,M202,C20202,718,Plaza Olimpia,0,0,0.57,24.63,6,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100018746,75073534,PALL MALL EX RED 15 1 CAJETILLA,20 México,200 México,M201,C20101,719,Tepic,0,0,0.68,29.25,72,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000082,7.7023E+12,VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ,20 México,200 México,M201,C20101,719,Tepic,0,0,0.14,18.47,41,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080687,75021597,MARLBORO CIGARR 100S CD CAJET,20 México,200 México,M201,C20101,719,Tepic,1,68.97,1.43,98.52,84,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100014714,75068776,BENSON&HEDGE GOLD 100 RCB 20 1CAJE,20 México,200 México,M201,C20101,719,Tepic,0,0,0.89,61.58,12,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000087,7.7023E+12,VUSE GO 700 GRAPE ICE 34 MG 1 PZ,20 México,200 México,M203,C20305,729,Tec DF,0,0,0.04,2.46,56,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100007108,75056308,BENSON&HEDGE CRYSTAL VIOLET PZ,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40004,658,Rufino Tamayo,3,188.79,3.29,206.77,71,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100022784,7.50103E+12,VUSE DEVICE ROSE GOLD 1 PZ,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40004,658,Rufino Tamayo,0,0,0.07,6.1,41,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100023684,75006952,TEREA PURPLE CAJETILLA PZ,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40003,672,Ex Hacienda Los Rdz,0,0,0.14,8.99,86,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100023680,75032777,TEREA BLACK GREEN CAJETILLA PZ,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40003,672,Ex Hacienda Los Rdz,0,0,0.71,44.95,59,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023891,7.50303E+12,MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M101,C10103,701,Villanueva,0,0,0.18,12.07,86,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000082,7.7023E+12,VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ,20 México,200 México,M204,C20404,1110,IPN,0,0,0.33,43.1,59,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080034,75001476,DELICADOS CIGARR OVALADOS CAJET,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40006,733,Muzquiz,0,0,0.46,26.02,46,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023361,7.50303E+12,MARLBORO  MARLBORO CRAFTED 2.0 GOLD KS BOX 20 STD - VAO CAJETILLA PZ,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M101,C10101,742,Circuito Independencia,0,0,0.14,8.73,97,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,30 Jalisco-Baja California-Sonora,300 Jalisco,M301,C30102,574,Expropiación,0,0,0.5,34.48,68,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000082,7.7023E+12,VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ,20 México,200 México,M203,C20303,878,Picacho,0,0,0.14,18.47,42,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023714,75080105,LUCKY STRIKE LATA CLÁSICA RED 20 PZ,20 México,200 México,M203,C20303,878,Picacho,0,0,0.32,18.29,52,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100011671,75063771,CHESTERFIELD REMIX PASSION,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M103,C10305,1148,Coahuila,0,0,0.04,2.18,6,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000089,7.7023E+12,VUSE GO 3000 MENTHOL ICE 34 MG 1 PZ,20 México,200 México,M200,C20006,789,Campeche,0,0,0.29,73.89,67,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000092,7.7023E+12,VUSE GO 3000 BLUEBERRY ICE 34 MG 1 PZ,20 México,200 México,M200,C20006,789,Campeche,0,0,0.46,120.07,100,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100016412,75071479,PALL MALL WHITE 20,50 Nuevo León,500 Nuevo León,M504,C50404,1003,Plaza Fiesta San Agustin II,0,0,0.56,31.61,98,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,20 México,200 México,M203,C20307,1041,Carretera fed. A Cuernavaca,0,0,0.29,19.7,86,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100011673,75063825,CHESTERFIELD BLUE 20 1CAJ,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M103,C10303,964,Maquilas Ii,0,0,0.04,2.18,20,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100080257,75001339,MARLBORO CIGARR ROJO 14S CD CAJET,20 México,200 México,M204,C20406,982,Bosques Radiatas,1,51.72,3.57,184.73,41,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100016443,75071295,PALL MALL ALASKA DUSK 20,20 México,200 México,M204,C20410,988,T2 Llegadas,0,0,6.68,420.29,61,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023714,75080105,LUCKY STRIKE LATA CLÁSICA RED 20 PZ,20 México,200 México,M201,C20104,1000,Diagonal San Antonio,0,0,0.14,8.13,29,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100080898,42138051,WINSTON CIGARR BLUE 20S CAJET,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M103,C10306,1451,Heroes De La Reforma,0,0,0.11,6.55,30,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022331,75004408,MARLBORO VISTA ARTIC 14S CAJETILLAPZ,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M103,C10306,1451,Heroes De La Reforma,0,0,0.14,7.28,61,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100021813,7.50302E+12,CAMEL MAX DOUBLE 1 27.4 G,50 Nuevo León,500 Nuevo León,M503,C50308,1184,Topo Grande,0,0,0.04,2.34,85,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100080955,75046521,LUCKY STRIKE AMARILLOS 20S,50 Nuevo León,500 Nuevo León,M503,C50308,1184,Topo Grande,0,0,0.36,23.09,6,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000086,7.7023E+12,VUSE GO 700 BERRY BLEND 34 MG 1 PZ,20 México,200 México,M204,C20405,1208,Cd. Azteca Primer Piso,0,0,0.39,31.4,17,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000089,7.7023E+12,VUSE GO 3000 MENTHOL ICE 34 MG 1 PZ,20 México,200 México,M203,C20303,1221,Eje 10 esq. Ramon Corona,0,0,0.11,27.71,49,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000088,7.7023E+12,VUSE GO 700 MANGO ICE 34 MG 1 PZ,20 México,200 México,M203,C20303,1221,Eje 10 esq. Ramon Corona,0,0,0.46,32.02,66,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023892,7.50303E+12,MARLBORO BLOSSOM MIST MNT LATA DISCO 24 PZ,20 México,200 México,M205,C20502,1253,Ermita Y Sur 89,0,0,0.04,2.25,60,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023126,7.50103E+12,VUSE GRAPHITE BLACK DEVICE 1 PZ,30 Jalisco-Baja California-Sonora,600 Baja California (Tijuana),M600,C60006,1327,Insurgentes 1,0,0,0.18,16.37,96,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022332,75018832,MARLBORO VISTA BLOSSOM 14´S CAJETILLAPZ,30 Jalisco-Baja California-Sonora,600 Baja California (Tijuana),M600,C60002,1349,Matamoros,0,0,0.11,5.56,9,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022210,75012694,BENSON&HEDGE LUX QU QUARTZ 1 CAJETILLA,30 Jalisco-Baja California-Sonora,600 Baja California (Tijuana),M600,C60002,1349,Matamoros,0,0,0.04,2.45,59,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023425,75079963,PALL MALL CLASSICS 25 PZ,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M103,C10304,1387,Guanajuato Y Maple,0,0,0.57,28.08,57,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100016413,75071455,PALL MALL RED 20,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M103,C10304,1387,Guanajuato Y Maple,0,0,0.07,4.37,31,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023126,7.50103E+12,VUSE GRAPHITE BLACK DEVICE 1 PZ,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40001,1494,Eulalio Gtz Y Jacarandas,0,0,0.21,18.29,47,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100020945,75022266,LM LM 14S 14S 1 CAJETILLA,30 Jalisco-Baja California-Sonora,650 Sonora (Hermosillo),M650,C65002,2025,REFORMA Y CALLE 8,0,0,0.32,10.25,74,DESABASTO
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.",008 Cigarros,100014850,4.0331E+12,"WINSTON CLASSIC 25S		",10 Coahuila-Tamaulipas,110 Tamaulipas (Matamoros),M110,C11001,1396,Carr. Matamoros-Victoria,0,0,0.86,57.14,23,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100015186,75068844,MARLBORO GOLD KS SRR 14 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M502,C50203,2093,Plaza Alcatraces,1,51.72,3.18,164.41,28,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000086,7.7023E+12,VUSE GO 700 BERRY BLEND 34 MG 1 PZ,20 México,200 México,M205,C20504,2590,TRES ZAPOTES ESQ PILARES,0,0,0.25,17.24,39,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000082,7.7023E+12,VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ,20 México,200 México,M205,C20504,2590,TRES ZAPOTES ESQ PILARES,0,0,0.21,27.71,90,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100080952,75046545,LUCKY STRIKE AMARILLOS 25S,50 Nuevo León,500 Nuevo León,M503,C50304,2388,PASEO SANTA ROSA,0,0,0.25,17.24,25,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100015186,75068844,MARLBORO GOLD KS SRR 14 1 CAJETILLA,50 Nuevo León,500 Nuevo León,M503,C50304,2388,PASEO SANTA ROSA,1,51.72,2.61,134.85,54,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023426,75079956,LUCKY STRIKE ORIGINAL RED 20 PZ,50 Nuevo León,500 Nuevo León,M506,C50607,2005,ROBLE Y DIAMANTE,0,0,0.14,8.13,43,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023714,75080105,LUCKY STRIKE LATA CLÁSICA RED 20 PZ,20 México,200 México,M201,C20103,2613,CUMBRES DE MALTRATA ESQ LUZ SAVIÑON,0,0,0.04,2.03,25,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",062 RRPs (Vapor y tabaco calentado),100023682,75006396,TEREA BRONZE CAJETILLA PZ,30 Jalisco-Baja California-Sonora,300 Jalisco,M300,C30005,2630,FEDERALISTAS,0,0,0.71,44.95,52,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100019230,75074982,PALL MALL XL TOKYO 15S 1 CAJETILLA,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M100,C10003,2782,PUERTA GRANDE I,0,0,1.71,88.89,12,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100020133,75075217,MARLBORO VISTA SUMMER FUSIO 1 CAJETILLA,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M100,C10003,2782,PUERTA GRANDE I,0,0,0.36,18.19,8,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100018038,75069902,L&M RED KS BOX 20 1 CAJETILLA,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M100,C10003,2782,PUERTA GRANDE I,0,0,0.32,15.48,99,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100018745,75073541,PALL MALL EX WHITE 15 1 CAJETILLA,10 Coahuila-Tamaulipas,100 Tamaulipas (Reynosa),M100,C10003,2782,PUERTA GRANDE I,0,0,0.29,13.23,59,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100020899,7.50103E+12,VUSE DISPOS GOLDEN  1 PZ,20 México,800 Yucatán,M800,C80002,2937,FINCAS,0,0,0.22,18.97,48,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,101000092,7.7023E+12,VUSE GO 3000 BLUEBERRY ICE 34 MG 1 PZ,30 Jalisco-Baja California-Sonora,300 Jalisco,M300,C30005,2813,REAL DEL BOSQUE,0,0,0.21,55.42,25,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022845,7.50303E+12,MARLBORO SUMMER LATA 23 CAJET PZ,30 Jalisco-Baja California-Sonora,300 Jalisco,M300,C30005,2813,REAL DEL BOSQUE,0,0,0.04,2.09,15,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100022331,75004408,MARLBORO VISTA ARTIC 14S CAJETILLAPZ,20 México,890 Quintana Roo,M890,C89001,2176,PORTILLO,0,0,0.07,3.51,69,DESABASTO
21864 ARTICUN DISTRIBUIDORA S.A. DE C.V.,008 Cigarros,100080946,7.50224E+12,GOLD SOFT PUROS HAB GOLD SOFT PZ,20 México,890 Quintana Roo,M890,C89006,2185,MAGADAN BOSQUE REAL,0,0,0.04,5.36,6,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100019232,75074876,PALL MALL XL RED & CLICK 15S 1 CAJETILLA,20 México,890 Quintana Roo,M890,C89006,2185,MAGADAN BOSQUE REAL,0,0,0.18,8.93,47,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100023714,75080105,LUCKY STRIKE LATA CLÁSICA RED 20 PZ,20 México,800 Yucatán,M800,C80001,2152,NOH-PAT,0,0,0.04,2.11,68,DESABASTO
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.",008 Cigarros,100023891,7.50303E+12,MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ,10 Coahuila-Tamaulipas,110 Tamaulipas (Matamoros),M110,C11004,2465,Calixto Ayala y Laguna Leona,0,0,0.07,4.83,76,DESABASTO
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.",008 Cigarros,100021658,75076757,PALL MALL EX GOLD C 14S 1 CAJETILLA,10 Coahuila-Tamaulipas,400 Coahuila (Saltillo),M400,C40001,2369,CARRETERA LIBRE A MONTERREY,0,0,0.89,30.79,95,DESABASTO
